MLS,Street,City,Bedrooms,Bathrooms,SqFt,List Price,Price/SqFt,County,Zone,Source,Date,URL
1071030,  1519 Canyon,  Santa Maria,3,2,1943,369000,189.9125064,  SB,0,1,  10/23/16,  http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071030
1067497,  1231 Via Alta,  Santa Maria,4,2,1288,374900,291.0714286,  SB,0,1,  10/23/16,  http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1067497
1070127,  1830 Laurel,  Solvang,4,3,1264,595000,470.7278481,  SB,0,1,  10/23/16,  http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070127
1070740,  1550 Post Canyon,  Templeton,5,4,3773,999000,264.7760403,  SLO,3,1,  10/23/16,  http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070740
1067662,  3535 Blackhawk,  Templeton,6,5,5542,1335000,240.8877661,  SLO,3,1,  10/23/16,  http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1067662
1072121,   1613 Ramona,   Grover Beach,2,2,1060,309000,291.509434,   SLO,2,0,   October 16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072121
1072107,   3456 Via Cortez,   Lompoc,3,2,1222,284900,233.1423895,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072107
1072101,   529 Zanzibar,   Morro Bay,2,2,960,670000,697.9166667,   SLO,1,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072101
1072108,   1655 Trilogy,   Nipomo,2,4,2007,860000,428.5002491,   SLO,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072108
1072103,   22 Via Santa Barbara,   Paso Robles,2,2,1760,235000,133.5227273,   SLO,4,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072103
1072092,   6232 Merlot,   Paso Robles,4,2,1516,439900,290.171504,   SLO,4,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072092
1072102,   2250 King,   San Luis Obispo,2,2,1256,443900,353.4235669,   SLO,1,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072102
1072104,   1123 Via Asueto,   Santa Maria,2,2,1440,59900,41.59722222,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072104
1072105,   260 Prescott,   Santa Maria,2,1,768,299900,390.4947917,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072105
1072045,   436 Calle Bonita,   Santa Maria,2,2,1284,324900,253.0373832,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072045
1072011,   534 Northpoint,   Santa Maria,4,3,1580,325000,205.6962025,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072011
1072109,   529 College,   Santa Maria,4,2,1368,335000,244.8830409,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072109
1072009,   1034 Hartley,   Santa Maria,3,3,1715,400000,233.2361516,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072009
1072096,   4524 Kapalua,   Santa Maria,4,3,2950,869900,294.8813559,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072096
1072111,   240 3rd,   Solvang,1,1,914,445000,486.8708972,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072111
1072097,   1762 Viborg,   Solvang,3,3,2347,925000,394.1201534,   SB,0,0,   October 15,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072097
1072083,   439 Oak Park,   Arroyo Grande,3,3,1360,489000,359.5588235,   SLO,2,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072083
1072081,   2200 Tully,   Cambria,4,3,2104,559000,265.6844106,   SLO,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072081
1071977,   5596 Windsor,   Cambria,3,3,2434,999000,410.4354971,   SLO,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071977
1072077,   1370 Grand,   Grover Beach,2,2,960,99000,103.125,   SLO,2,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072077
1072093,   4227 Constellation,   Lompoc,3,2,2059,375500,182.3700826,   SB,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072093
1072015,   3170 Christopher,   Lompoc,5,3,3021,560000,185.3690831,   SB,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072015
1072088,   1450 Highway 135,   Los Alamos,4,5,4000,5950000,1487.5,   SB,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072088
1072042,   633 Ramona,   Los Osos,2,2,1440,299000,207.6388889,   SLO,1,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072042
1072085,   1725 15th,   Oceano,3,2,1396,420000,300.8595989,   SLO,2,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072085
1072078,   7557 Town Creek,   Paso Robles,5,4,4745,1093000,230.3477345,   SLO,4,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072078
1072068,   1320 Oceanaire,   San Luis Obispo,2,2,1781,799000,448.6243683,   SLO,1,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072068
1072062,   4650 Davenport Creek,   San Luis Obispo,3,2,1233,999000,810.2189781,   SLO,1,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072062
1072087,   1515 Tulane,   Santa Maria,4,3,2350,455487,193.8242553,   SB,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072087
1072066,   830 Union,   Santa Maria,2,1,908,495000,545.154185,   SB,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072066
1072080,   2231 Hill Haven,   Solvang,3,3,2945,1295000,439.7283531,   SB,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072080
1072089,   819 Peterson Ranch,   Templeton,4,3,2103,619000,294.341417,   SLO,3,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072089
1071982,   5550 Sawgrass,   Wasco,4,2,1460,209500,143.4931507,   Other,0,0,   October 14,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071982
1070568,   101 Equestrian,   Arroyo Grande,3,2,2127,729900,343.1593794,   SLO,2,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070568
1070221,   657 Matthew,   Arroyo Grande,3,3,2665,935000,350.8442777,   SLO,2,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070221
1071329,   6345 Marchant,   Atascadero,1,1,816,309900,379.7794118,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071329
1070467,   4405 Rosita,   Atascadero,3,2,1552,429900,276.9974227,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070467
1065001,   361 Hacienda,   Cayucos,2,2,1480,549000,370.9459459,   SLO,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1065001
1068311,   888 Saint Mary,   Cayucos,2,3,1702,997000,585.7814336,   SLO,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068311
1068144,   1408 Michael,   Lompoc,3,3,1612,349900,217.0595533,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068144
1069886,   922 Highland,   Los Osos,4,3,2660,835000,313.9097744,   SLO,1,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069886
1070912,   427 Morro Cove,   Morro Bay,3,3,2875,1029000,357.9130435,   SLO,1,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070912
1070374,   960 Vista Verde,   Nipomo,4,2,2244,559900,249.5098039,   SLO,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070374
1070215,   1823 Nathan,   Nipomo,3,2,2007,715000,356.2531141,   SLO,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070215
1068772,   220 12th,   Paso Robles,3,2,1660,450000,271.0843373,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068772
1070685,   430 Montebello Oaks,   Paso Robles,3,3,1836,489000,266.3398693,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070685
1065284,   210 Meadowlark,   Paso Robles,4,3,2460,565000,229.6747967,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1065284
1071462,   3340 Rockview,   San Luis Obispo,2,2,1436,415000,288.9972145,   SLO,1,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071462
1069452,   1486 Gulf,   San Luis Obispo,4,2,1385,555000,400.7220217,   SLO,1,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069452
1069702,   76960 Barker,   San Miguel,3,3,2623,599900,228.7075867,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069702
1068352,   13898 Diamond Springs,   Santa Margarita,3,2,1300,199900,153.7692308,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068352
1068358,   13898 Diamond Springs,   Santa Margarita,3,2,1300,199900,153.7692308,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068358
1070698,   553 Majestic,   Santa Maria,3,2,1274,329900,258.9481947,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070698
1070292,   3900 Hillview,   Santa Maria,3,2,1124,369500,328.7366548,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070292
1071308,   860 Sunshine,   Santa Maria,3,2,1818,445000,244.7744774,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071308
1069841,   880 Amethyst,   Santa Maria,4,3,2567,599900,233.6969225,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069841
1071607,   1555 Oak Bluffs,   Santa Maria,4,3,3100,689900,222.5483871,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071607
1069425,   597 Valley Oak,   Solvang,3,3,2028,801795,395.362426,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069425
1071441,   1257 Hans Park,   Solvang,4,4,2304,818427,355.2200521,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071441
1070362,   345 Tiger Tail,   Arroyo Grande,2,2,1312,379000,288.8719512,   SLO,2,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070362
1070329,   1182 Pacific Pointe,   Arroyo Grande,3,2,1326,424900,320.4374057,   SLO,2,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070329
1069623,   487 Dixson,   Arroyo Grande,3,3,1891,599900,317.2395558,   SLO,2,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069623
1068139,   7345 San Gregorio,   Atascadero,4,3,1816,515000,283.5903084,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068139
1071021,   11345 Atascadero,   Atascadero,4,4,3847,699900,181.9339745,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071021
1066345,   7450 Santa Cruz,   Atascadero,4,5,5279,849500,160.9206289,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066345
1070963,   2550 Grand,   Los Olivos,3,3,2412,1095000,453.9800995,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070963
1068883,   1338 Trail View,   Nipomo,3,2,1734,719900,415.1672434,   SLO,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068883
1065058,   1017 La Serenata,   Nipomo,4,3,2779,739500,266.1029147,   SLO,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1065058
1070744,   5012 Pretty Doe,   Paso Robles,3,2,1530,325000,212.4183007,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070744
1071289,   312 Rainbow,   Paso Robles,3,2,1588,449500,283.0604534,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071289
1067632,   1671 Southfork,   Paso Robles,4,3,2307,485000,210.2297356,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1067632
1066686,   Address Not Available,   Paso Robles,4,5,4000,1400000,350,   SLO,4,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066686
1071834,   154 Silver Shoals,   Pismo Beach,3,3,2512,2595000,1033.041401,   SLO,2,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071834
1070708,   3860 Higuera,   San Luis Obispo,3,2,1152,192300,166.9270833,   SLO,1,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070708
1068643,   10280 Belmont,   Santa Margarita,1,1,600,90000,150,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068643
1068328,   947 Salisbury,   Santa Maria,4,3,1578,279900,177.3764259,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068328
1071410,   421 Cook,   Santa Maria,3,2,1307,343000,262.4330528,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071410
1071327,   4191 Morning Ridge,   Santa Maria,3,2,1304,359900,275.9969325,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071327
1071308,   860 Sunshine,   Santa Maria,3,2,1818,445000,244.7744774,   SB,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071308
1071323,   180 3rd,   Shandon,4,3,1596,270000,169.1729323,   SLO,0,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071323
1070314,   1425 New Wine,   Templeton,3,2,2406,699999,290.9389027,   SLO,3,1,   10/21/16,   http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070314
1072029,    516 Starlight,    Arroyo Grande,3,2,1587,619000,390.0441084,    SLO,2,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072029
1072050,    541 Cameo,    Arroyo Grande,3,2,1719,669000,389.1797557,    SLO,2,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072050
1072043,    463 Dixson,    Arroyo Grande,4,3,2306,679000,294.4492628,    SLO,2,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072043
1072051,    7605 Castano,    Atascadero,3,2,1356,449900,331.7846608,    SLO,3,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072051
1072039,    3425 La Luz,    Atascadero,3,2,1650,450000,272.7272727,    SLO,3,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072039
1072006,    3041 Cielo Grande,    Atascadero,3,2,2338,649900,277.9726262,    SLO,3,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072006
1072037,    330 Highway 246,    Buellton,3,2,1593,199000,124.9215317,    Other,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072037
1072023,    1781 Manhattan,    Grover Beach,2,3,1112,324000,291.3669065,    SLO,2,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072023
1071883,    259 Burton Mesa,    Lompoc,3,2,1100,180000,163.6363636,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071883
1071881,    3655 Constellation,    Lompoc,2,3,1126,208000,184.7246892,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071881
1072044,    2201 Hermosa,    Lompoc,2,2,1104,234900,212.7717391,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072044
1071887,    4156 Oakwood,    Lompoc,2,2,1629,315000,193.3701657,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071887
1071884,    68 Stanford,    Lompoc,2,2,1789,340000,190.0503074,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071884
1071863,    873 Tanis,    Nipomo,3,2,1774,495950,279.5659526,    SLO,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071863
1072048,    123 15th,    Paso Robles,3,2,1680,450000,267.8571429,    SLO,4,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072048
1072046,    1926 Fieldstone,    Paso Robles,3,2,1779,459000,258.010118,    SLO,4,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072046
1072058,    425 Jensen,    Paso Robles,5,4,3350,1150000,343.2835821,    SLO,4,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072058
1072033,    729 Bello,    Pismo Beach,2,1,841,399000,474.4351962,    SLO,2,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072033
1072041,    780 Panorama,    Pismo Beach,2,2,1212,499900,412.4587459,    SLO,2,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072041
1072032,    940 Taft,    Pismo Beach,4,3,2950,769000,260.6779661,    SLO,2,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072032
1071943,    3591 Sacramento,    San Luis Obispo,3,3,1659,549000,330.9222423,    SLO,1,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071943
1072064,    840 Clearview,    San Luis Obispo,2,3,1676,559500,333.8305489,    SLO,1,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072064
1071798,    644 Patricia,    San Luis Obispo,4,3,2111,864000,409.2846992,    SLO,1,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071798
1072038,    936 Salisbury,    Santa Maria,2,2,1200,239900,199.9166667,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072038
1072008,    610 Sunrise,    Santa Maria,3,2,1128,259900,230.4078014,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072008
1072007,    1500 Oakridge Park,    Santa Maria,2,2,1349,295000,218.6805041,    SB,0,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072007
1072057,    1750 Ridge,    Templeton,3,4,3971,999000,251.5739109,    SLO,3,0,    October 13,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072057
1071974,    225 Walnut,    Arroyo Grande,3,2,1512,579000,382.9365079,    SLO,2,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071974
1072019,    250 StageCoach,    Arroyo Grande,4,2,2388,739000,309.4639866,    SLO,2,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072019
1072021,    1710 Condado Vista,    Arroyo Grande,4,6,4160,2350000,564.9038462,    SLO,2,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072021
1072010,    6605 Santa Ynez,    Atascadero,3,2,1934,515000,266.2874871,    SLO,3,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072010
1071928,    3154 Wood,    Cambria,3,2,1577,519000,329.1058973,    SLO,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071928
1071969,    348 Wellington,    Cambria,3,4,2260,919000,406.6371681,    SLO,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071969
1071960,    505 Saint Mary,    Cayucos,4,4,3072,1249000,406.5755208,    SLO,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071960
1072031,    529 Longbranch,    Grover Beach,2,2,1149,379000,329.8520453,    SLO,2,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072031
1072001,    4492 Falcon,    Lompoc,4,3,2436,485000,199.0968801,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072001
1071999,    1068 La Serenata,    Nipomo,1,2,1140,625000,548.245614,    SLO,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071999
1072028,    8210 Shirdon,    Paso Robles,1,2,1152,200000,173.6111111,    SLO,4,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072028
1072035,    1626 Shepherd,    Paso Robles,2,2,1088,275000,252.7573529,    SLO,4,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072035
1072027,    931 Inverness,    Paso Robles,3,2,1610,439000,272.6708075,    SLO,4,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072027
1072034,    2906 Gilead,    Paso Robles,3,2,2016,544000,269.8412698,    SLO,4,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072034
1072013,    3210 Santa Maria,    Santa Maria,2,2,1488,59000,39.65053763,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072013
1071946,    2475 Country,    Santa Maria,2,2,912,220000,241.2280702,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071946
1072040,    3467 Satinwood,    Santa Maria,3,2,1245,299900,240.8835341,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072040
1072022,    876 Foster,    Santa Maria,3,2,1303,329000,252.4942441,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072022
1072024,    250 Portland,    Santa Maria,4,3,1686,345000,204.6263345,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072024
1071996,    4286 Ridgecrest,    Santa Maria,3,2,1193,350000,293.3780386,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071996
1072020,    1519 Kronborg,    Solvang,3,2,2018,825000,408.8206145,    SB,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1072020
1071983,    5555 St Andrews,    Wasco,4,2,1460,204500,140.0684932,    Other,0,0,    October 12,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071983
1066054,    519 Embassy,    Santa Maria,3,2,1294,305000,235.7032457,    SB,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066054
1057220,    5275 El Verano,    Atascadero,3,3,2586,525000,203.0162413,    SLO,3,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1057220
1068408,    14175 Morro,    Atascadero,3,2,1574,675000,428.8437103,    SLO,3,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068408
1071389,    2719 Lookout Loop,    Bradley,5,4,3571,949000,265.7518902,    Other,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071389
1071025,    527 Patterson,    King City,5,5,3368,309000,91.74584323,    Other,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071025
1069519,    1190 Santa Ynez,    Los Osos,2,2,864,289000,334.4907407,    SLO,1,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069519
1071435,    382 South Court,    Los Osos,3,2,1556,625000,401.6709512,    SLO,1,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071435
1070482,    2583 Hemlock,    Morro Bay,3,3,1678,697000,415.375447,    SLO,1,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070482
1071550,    879 Alina,    Nipomo,3,2,1444,460000,318.5595568,    SLO,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071550
1071191,    770 Viola,    Nipomo,3,2,1482,469900,317.071525,    SLO,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071191
1070376,    1067 Ford,    Nipomo,2,2,1584,585000,369.3181818,    SLO,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070376
1067703,    1790 Waterview,    Nipomo,2,2,2017,699999,347.0495786,    SLO,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1067703
1070240,    310 Sandpiper,    Oceano,5,3,2548,999000,392.0722135,    SLO,2,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070240
1064013,    4571 Windward,    Paso Robles,2,2,1152,179900,156.1631944,    SLO,4,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1064013
1061578,    1195 Loose Horse,    Paso Robles,4,4,3000,1225000,408.3333333,    SLO,4,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1061578
1068061,    3395 Higuera,    San Luis Obispo,2,1,908,119000,131.0572687,    SLO,1,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068061
1070850,    800 Del Rio,    San Luis Obispo,4,4,3440,989000,287.5,    SLO,1,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1070850
1068354,    701 Sierra Madre,    Santa Maria,3,2,1320,299900,227.1969697,    SB,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068354
1071102,    304 Alcazar,    Santa Maria,3,3,1667,349900,209.8980204,    SB,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071102
1068520,    1405 College,    Santa Maria,3,3,1938,365000,188.3384933,    SB,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1068520
1071198,    1182 Shady Glen,    Santa Maria,3,3,1552,420000,270.6185567,    SB,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071198
1069494,    3476 Willow,    Santa Ynez,3,2,1758,659000,374.8577929,    SB,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1069494
1071023,    720 Elsinore,    Solvang,3,3,2295,825000,359.4771242,    SB,0,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1071023
1066397,    765 Mesa View,    Arroyo Grande,2,1,1300,79000,60.76923077,    SLO,2,1,    10/19/16,    http://www.slocountyhomes.idxbroker.com/idx/details/listing/a063/1066397
